"Rk_name","Rk_Pk","Rk_Tm","Rk_Player","Rk_College","Rk_Yrs","Rk_G","Rk_MP","Rk_PTS","Rk_TRB","Rk_AST","Rk_FG_","Rk__3P_","Rk_FT_","Rk_WS","Rk_WS_48","Rk_BPM","Rk_VORP"
"30","30","CHI","Jimmy Butler","Marquette","9","581","33.0","17.0","5.1","3.7",".454",".333",".835","75.1",".188","4.2","30.0"
"31","31","MIA","Bojan Bogdanović","","6","462","28.5","14.2","3.5","1.5",".460",".394",".858","22.5",".082","-1.1","2.9"
"32","32","CLE","Justin Harper","Richmond","3","22","6.8","2.0","0.8","0.2",".340",".276",".333","-0.3","-.093","-8.7","-0.2"
"33","33","DET","Kyle Singler","Duke","6","356","21.9","6.5","2.9","0.8",".418",".362",".786","10.0",".062","-2.5","-0.9"
"34","34","WAS","Shelvin Mack","Butler","8","456","18.4","6.6","2.0","3.1",".423",".330",".731","10.3",".059","-1.9","0.1"
"35","35","SAC","Tyler Honeycutt","UCLA","2","24","5.0","1.2","1.0","0.4",".314",".200",".714","-0.1","-.049","-5.1","-0.1"
"36","36","NJN","Jordan Williams","Maryland","1","43","14.8","4.6","3.6","0.3",".507","",".652","1.3",".101","-2.1","0.0"
"37","37","LAC","Trey Thompkins","Georgia","1","24","5.0","2.4","1.0","0.1",".393",".308",".714","0.0",".004","-5.7","-0.1"
"38","38","HOU","Chandler Parsons","Florida","9","440","30.1","12.7","4.5","2.7",".462",".373",".713","28.9",".105","1.1","10.2"
"39","39","CHA","Jeremy Tyler","","3","104","9.9","3.6","2.6","0.2",".450",".000",".557","0.3",".014","-7.0","-1.3"
"40","40","MIL","Jon Leuer","Wisconsin","8","377","15.8","6.4","3.8","0.8",".484",".328",".767","13.2",".107","-0.7","2.0"
"41","41","LAL","Darius Morris","Michigan","4","132","11.1","3.3","1.0","1.4",".384",".322",".630","-0.3","-.010","-5.1","-1.2"
"42","42","IND","Dāvis Bertāns","","4","274","18.6","8.0","2.8","1.1",".441",".411",".849","12.9",".121","1.2","4.2"
"43","43","CHI","Malcolm Lee","UCLA","3","36","14.8","3.9","1.8","1.4",".382",".294",".703","0.4",".040","-2.5","-0.1"
"44","44","GSW","Charles Jenkins","Hofstra","2","110","12.1","3.7","0.9","1.9",".434",".182",".754","0.5",".017","-4.5","-0.8"
"45","45","NOH","Josh Harrellson","Kentucky","3","75","11.8","3.5","3.0","0.3",".438",".347",".629","2.1",".116","-0.4","0.4"
"46","46","LAL","Andrew Goudelock","College of Charleston","3","49","9.7","4.0","0.7","0.5",".393",".345",".875","0.0",".003","-5.0","-0.3"
"47","47","LAC","Travis Leslie","Georgia","1","10","4.5","1.4","0.9","0.5",".357","",".444","0.1",".060","-0.3","0.0"
"48","48","ATL","Keith Benson","Oakland","1","3","3.0","0.0","1.0","0.0",".000","","","0.0","-.005","-7.7","0.0"
"49","49","MEM","Josh Selby","Kansas","2","38","7.8","2.2","0.5","0.9",".330",".143",".720","-0.7","-.113","-9.5","-0.6"
"50","50","PHI","Lavoy Allen","Temple","6","388","17.8","4.8","4.8","1.0",".471",".133",".682","13.8",".096","-2.1","-0.1"
"51","51","POR","Jon Diebler","Ohio State","","","","","","","","","","","","",""
"52","52","DET","Vernon Macklin","Florida","1","23","5.9","2.0","1.5","0.2",".543","",".571","0.5",".161","1.2","0.1"
"53","53","ORL","DeAndre Liggins","Kentucky","5","177","10.8","2.0","1.4","0.7",".402",".352",".549","1.6",".040","-2.2","-0.1"
"54","54","CLE","Milan Mačvan","","","","","","","","","","","","","",""
"55","55","BOS","E'Twaun Moore","Purdue","9","571","21.3","8.1","2.0","1.8",".455",".390",".738","14.4",".057","-1.9","0.3"
"56","56","LAL","Chukwudiebere Maduabum","","","","","","","","","","","","","",""
"57","57","DAL","","","","","","","","","","","","","","",""
"58","58","LAL","Ater Majok","","","","","","","","","","","","","",""
"59","59","SAS","Ádám Hanga","","","","","","","","","","","","","",""
"60","60","SAC","Isaiah Thomas","Washington","9","525","28.9","18.1","2.5","5.0",".436",".364",".872","45.3",".143","2.3","16.5"
"1","1","WAS","John Wall","Kentucky","9","573","35.9","19.0","4.3","9.2",".433",".324",".781","44.3",".104","2.6","23.6"
"2","2","PHI","Evan Turner","Ohio State","10","705","26.9","9.7","4.6","3.5",".434",".294",".782","20.2",".051","-1.9","0.5"
"3","3","NJN","Derrick Favors","Georgia Tech","10","683","25.6","11.4","7.4","1.1",".530",".207",".661","53.6",".147","0.9","12.7"
"4","4","MIN","Wesley Johnson","Syracuse","9","609","22.1","7.0","3.2","1.1",".404",".337",".741","10.7",".038","-1.6","1.2"
"5","5","SAC","DeMarcus Cousins","Kentucky","9","565","32.0","21.2","10.9","3.2",".461",".332",".737","44.1",".117","2.6","21.1"
"6","6","GSW","Ekpe Udoh","Baylor","7","384","14.8","3.5","2.9","0.7",".453",".000",".718","10.4",".088","-1.4","0.8"
"7","7","DET","Greg Monroe","Georgetown","9","632","27.7","13.2","8.3","2.1",".514",".059",".704","49.7",".136","1.4","15.2"
"8","8","LAC","Al-Farouq Aminu","Wake Forest","10","688","25.1","7.6","6.1","1.2",".421",".335",".745","27.5",".076","-0.5","6.7"
"9","9","UTA","Gordon Hayward","Butler","10","641","30.8","15.3","4.4","3.5",".451",".366",".823","53.7",".130","2.2","21.0"
"10","10","IND","Paul George","Fresno State","10","652","33.5","20.0","6.4","3.4",".433",".381",".846","70.0",".154","4.1","33.6"
"11","11","NOH","Cole Aldrich","Kansas","8","339","10.0","3.1","3.3","0.5",".527","",".738","9.6",".135","0.1","1.8"
"12","12","MEM","Xavier Henry","Kansas","5","185","15.7","5.7","1.9","0.6",".406",".325",".635","0.8",".013","-4.4","-1.7"
"13","13","TOR","Ed Davis","UNC","10","668","19.8","6.3","6.6","0.8",".568",".000",".583","41.9",".152","-0.1","6.2"
"14","14","HOU","Patrick Patterson","Kentucky","10","681","21.1","6.7","4.0","1.0",".448",".369",".755","30.6",".103","0.0","7.2"
"15","15","MIL","Larry Sanders","Virginia Commonwealth","6","238","19.5","6.4","5.7","0.7",".480",".000",".553","10.3",".107","-1.1","1.1"
"16","16","MIN","Luke Babbitt","Nevada","8","381","14.0","4.8","2.2","0.6",".408",".402",".747","7.2",".065","-2.1","-0.1"
"17","17","CHI","Kevin S�raphin","","7","423","15.2","5.9","3.5","0.6",".489",".000",".715","5.9",".044","-4.3","-3.6"
"18","18","OKC","Eric Bledsoe","Kentucky","10","631","27.8","14.2","4.0","4.8",".457",".336",".793","42.4",".116","2.2","18.4"
"19","19","BOS","Avery Bradley","Texas","10","571","28.3","11.8","2.9","1.8",".436",".364",".780","16.1",".048","-2.2","-0.7"
"20","20","SAS","James Anderson","Oklahoma State","5","247","17.5","5.8","2.3","1.2",".411",".321",".755","3.3",".037","-2.7","-0.8"
"21","21","OKC","Craig Brackins","Iowa State","2","17","7.1","1.8","1.1","0.5",".265",".214",".500","-0.2","-.089","-9.9","-0.2"
"22","22","POR","Elliot Williams","Memphis","4","109","13.5","4.9","1.5","0.9",".421",".310",".669","0.7",".024","-4.9","-1.1"
"23","23","MIN","Trevor Booker","Clemson","8","532","20.4","6.9","5.5","1.1",".515",".305",".636","26.2",".116","-0.5","4.2"
"24","24","ATL","Damion James","Texas","4","39","16.0","3.8","3.4","0.7",".415",".000",".667","0.0","-.001","-3.7","-0.3"
"25","25","MEM","Dominique Jones","South Florida","3","80","9.3","3.1","1.4","1.8",".366",".095",".729","0.3",".017","-2.4","-0.1"
"26","26","OKC","Quincy Pondexter","Washington","7","355","15.6","4.5","1.8","0.7",".423",".356",".746","9.7",".084","-1.8","0.3"
"27","27","NJN","Jordan Crawford","Xavier","6","281","24.4","12.2","2.5","3.1",".411",".317",".826","6.3",".044","-1.3","1.3"
"28","28","MEM","Greivis V�squez","Maryland","7","401","23.7","9.0","2.5","4.8",".418",".349",".817","12.6",".064","-1.2","1.9"
"29","29","ORL","Daniel Orton","Kentucky","3","51","10.6","2.8","2.5","0.5",".485",".000",".597","1.0",".093","-3.5","-0.2"
"30","30","WAS","Lazar Hayward","Marquette","3","72","8.2","2.9","1.3","0.5",".347",".269",".767","0.2",".020","-4.2","-0.3"
"31","31","NJN","Tibor Plei�","","1","12","6.8","2.0","1.3","0.2",".440",".000","1.000","-0.1","-.041","-11.6","-0.2"
"32","32","MIA","Dexter Pittman","Texas","4","50","6.9","2.3","1.8","0.2",".450","",".545","0.5",".068","-7.7","-0.5"
"33","33","SAC","Hassan Whiteside","Marshall","8","410","26.7","13.7","11.7","0.7",".582",".320",".608","45.3",".199","2.8","13.3"
"34","34","POR","Armon Johnson","Nevada","2","47","8.5","3.3","1.0","1.2",".458",".400",".679","-0.1","-.015","-4.1","-0.2"
"35","35","WAS","Nemanja Bjelica","","5","341","21.8","8.0","4.8","1.8",".466",".393",".772","16.0",".104","0.4","4.4"
"36","36","DET","","Ole Miss","","","","","","","","","","","","",""
"37","37","MIL","Darington Hobson","New Mexico","1","5","7.8","0.8","0.6","1.2",".154",".000","","-0.2","-.225","-13.0","-0.1"
"38","38","NYK","Andy Rautins","Syracuse","1","5","4.8","1.6","0.2","0.6",".429",".250",".500","-0.2","-.314","-13.2","-0.1"
"39","39","NYK","Landry Fields","Stanford","5","255","23.6","6.8","4.3","1.6",".473",".332",".666","10.5",".084","-0.3","2.6"
"40","40","IND","Lance Stephenson","Cincinnati","9","508","23.4","8.6","4.2","2.9",".444",".315",".685","16.7",".068","-1.2","2.5"
"41","41","MIA","Jarvis Varnado","Mississippi State","2","37","10.7","2.9","1.9","0.4",".582","",".518","0.7",".089","-3.3","-0.1"
"42","42","MIA","","West Virginia","","","","","","","","","","","","",""
"43","43","LAL","Devin Ebanks","West Virginia","3","63","11.3","3.6","1.9","0.4",".385",".222",".722","0.5",".035","-4.8","-0.5"
"44","44","MIL","Jerome Jordan","Tulsa","2","65","7.6","2.8","2.0","0.3",".528","",".852","1.7",".168","-1.0","0.1"
"45","45","MIN","Paulo Prestes","","","","","","","","","","","","","",""
"46","46","PHO","Gani Lawal","Georgia Tech","1","1","2.0","0.0","0.0","0.0","","","","0.0","-.009","-15.0","0.0"
"47","47","MIL","","Oklahoma","","","","","","","","","","","","",""
"48","48","MIA","Latavious Williams","","","","","","","","","","","","","",""
"49","49","SAS","Ryan Richards","","","","","","","","","","","","","",""
"50","50","DAL","Solomon Alabi","Florida State","2","26","7.0","1.5","2.3","0.2",".314","",".700","0.0",".010","-4.4","-0.1"
"51","51","OKC","","Louisiana Tech","","","","","","","","","","","","",""
"52","52","BOS","Luke Harangody","Notre Dame","2","70","12.4","3.6","2.8","0.5",".376",".241",".737","0.9",".048","-3.5","-0.3"
"53","53","ATL","Pape Sy","","1","3","7.0","2.3","1.0","0.7",".333",".000","1.000","0.0","-.047","-6.0","0.0"
"54","54","LAC","Willie Warren","Oklahoma","1","19","7.1","1.9","0.6","1.4",".371",".333",".750","0.2",".065","-2.7","0.0"
"55","55","UTA","Jeremy Evans","Western Kentucky","7","250","10.5","3.5","2.6","0.4",".569",".231",".687","8.2",".150","0.9","1.9"
"56","56","MIN","Hamady N'Diaye","Rutgers University","3","33","4.8","0.6","0.8","0.1",".467","",".462","0.0",".013","-7.3","-0.2"
"57","57","IND","Ryan Reid","Florida State","1","5","3.4","1.6","0.4","0.0",".800","","","0.1",".142","-2.0","0.0"
"58","58","LAL","Derrick Caracter","Texas-El Paso","1","41","5.2","2.0","1.0","0.2",".485","",".739","0.3",".057","-7.1","-0.3"
"59","59","ORL","","UConn","","","","","","","","","","","","",""
"60","60","PHO","Dwayne Collins","Miami (FL)","","","","","","","","","","","","",""
"1","1","LAC","Blake Griffin","Oklahoma","10","622","34.8","21.7","8.8","4.4",".498",".333",".694","75.2",".167","3.8","31.9"
"2","2","MEM","Hasheem Thabeet","UConn","5","224","10.5","2.2","2.7","0.1",".567","",".578","4.8",".099","-2.7","-0.4"
"3","3","OKC","James Harden","Arizona State","11","833","34.3","25.2","5.3","6.3",".443",".363",".858","135.0",".227","7.0","64.6"
"4","4","SAC","Tyreke Evans","Memphis","10","594","30.7","15.7","4.6","4.8",".440",".323",".757","28.4",".075","0.8","13.1"
"5","5","MIN","Ricky Rubio","","9","563","30.9","11.3","4.3","7.8",".391",".328",".841","37.2",".103","0.9","12.9"
"6","6","MIN","Jonny Flynn","Syracuse","3","163","22.9","9.2","1.9","3.9",".400",".338",".809","-1.1","-.015","-4.0","-1.9"
"7","7","GSW","Stephen Curry","Davidson","11","699","34.3","23.5","4.5","6.6",".476",".435",".906","103.2",".207","6.4","50.7"
"8","8","NYK","Jordan Hill","Arizona","8","409","18.8","7.9","5.8","0.8",".497",".136",".699","16.4",".102","-2.0","0.0"
"9","9","TOR","DeMar DeRozan","USC","11","820","34.1","20.0","4.4","3.6",".458",".282",".829","67.5",".116","0.4","16.9"
"10","10","MIL","Brandon Jennings","","9","555","30.3","14.1","3.0","5.7",".387",".345",".796","29.9",".085","0.8","11.8"
"11","11","NJN","Terrence Williams","Louisville","4","153","19.1","7.1","3.6","2.4",".412",".317",".659","-0.2","-.004","-2.8","-0.6"
"12","12","CHA","Gerald Henderson","Duke","8","535","25.9","11.2","3.2","1.9",".440",".327",".793","18.3",".063","-1.8","0.6"
"13","13","IND","Tyler Hansbrough","UNC","7","428","16.9","6.7","4.2","0.4",".439",".136",".738","20.2",".134","-2.0","0.0"
"14","14","PHO","Earl Clark","Louisville","6","261","13.9","4.4","3.0","0.5",".403",".328",".664","2.9",".038","-2.8","-0.8"
"15","15","DET","Austin Daye","Gonzaga","6","293","14.1","5.2","2.6","0.7",".402",".351",".778","4.5",".053","-2.0","0.0"
"16","16","CHI","James Johnson","Wake Forest","11","634","20.6","8.0","3.6","2.1",".477",".310",".693","24.6",".090","0.8","9.3"
"17","17","PHI","Jrue Holiday","UCLA","11","713","33.2","15.9","3.9","6.4",".453",".354",".777","43.0",".087","1.2","19.1"
"18","18","MIN","Ty Lawson","UNC","8","551","29.2","12.7","2.7","6.0",".460",".359",".770","42.1",".126","1.4","13.6"
"19","19","ATL","Jeff Teague","Wake Forest","11","771","27.5","12.6","2.5","5.8",".445",".356",".844","50.8",".115","0.7","14.4"
"20","20","UTA","Eric Maynor","Virginia Commonwealth","5","267","14.6","4.3","1.3","2.8",".392",".350",".721","3.3",".041","-2.9","-0.8"
"21","21","NOH","Darren Collison","UCLA","10","708","29.4","12.5","2.7","5.0",".471",".394",".853","49.9",".115","0.6","13.5"
"22","22","POR","Victor Claver","","3","80","13.4","3.2","2.2","0.7",".398",".293",".585","0.2",".011","-3.6","-0.4"
"23","23","SAC","Omri Casspi","","10","588","20.3","7.9","4.0","1.1",".454",".368",".678","19.6",".078","-0.8","3.5"
"24","24","DAL","Byron Mullens","Ohio State","5","189","18.2","7.4","4.2","0.8",".408",".319",".706","0.6",".008","-4.0","-1.8"
"25","25","OKC","Rodrigue Beaubois","","4","182","15.9","7.1","1.9","2.1",".439",".325",".810","4.8",".079","-0.1","1.4"
"26","26","CHI","Taj Gibson","USC","11","799","25.1","9.5","6.3","1.0",".515",".220",".709","52.4",".125","-0.8","6.4"
"27","27","MEM","DeMarre Carroll","Missouri","11","578","23.7","8.9","4.2","1.3",".430",".358",".741","29.5",".104","0.0","6.7"
"28","28","MIN","Wayne Ellington","UNC","11","681","21.0","8.0","2.2","1.1",".408",".378",".846","18.2",".061","-1.6","1.6"
"29","29","LAL","Toney Douglas","Florida State","8","394","19.1","7.6","2.2","2.3",".404",".354",".824","12.1",".077","-0.8","2.2"
"30","30","CLE","Christian Eyenga","","2","51","20.6","6.3","2.7","0.8",".411",".277",".611","-0.4","-.020","-4.2","-0.6"
"31","31","SAC","Jeff Ayres","Arizona State","6","237","9.8","2.9","2.7","0.4",".553",".400",".776","6.3",".131","-2.3","-0.2"
"32","32","WAS","Jermaine Taylor","Central Florida","2","65","12.1","5.4","1.7","0.7",".441",".284",".730","0.2",".014","-3.7","-0.3"
"33","33","POR","Dante Cunningham","Villanova","10","715","20.8","5.8","3.7","0.7",".469",".345",".649","24.9",".080","-1.7","1.1"
"34","34","DEN","Sergio Llull","","","","","","","","","","","","","",""
"35","35","DET","DaJuan Summers","Georgetown","4","83","9.9","3.3","1.0","0.3",".384",".367",".642","-0.1","-.008","-5.8","-0.8"
"36","36","MEM","Sam Young","Pitt","4","249","15.9","5.8","2.3","0.7",".442",".280",".742","5.2",".063","-2.1","-0.1"
"37","37","SAS","DeJuan Blair","Pitt","7","424","16.6","6.8","5.1","0.8",".524",".000",".608","19.0",".129","-1.2","1.4"
"38","38","POR","Jon Brockman","Washington","3","150","10.5","2.1","3.1","0.3",".488",".000",".618","3.7",".113","-3.9","-0.8"
"39","39","DET","Jonas Jerebko","","9","635","17.8","6.2","4.0","0.8",".457",".363",".770","25.8",".109","-1.0","2.9"
"40","40","CHA","Derrick Brown","Xavier","3","171","14.9","5.2","2.4","0.7",".515",".317",".637","4.5",".085","-1.3","0.4"
"41","41","MIL","Jodie Meeks","Kentucky","10","539","22.5","9.3","2.1","1.1",".420",".373",".879","24.3",".096","-0.6","4.2"
"42","42","LAL","Patrick Beverley","Arkansas","8","431","28.1","8.9","4.4","3.5",".414",".381",".761","28.3",".112","1.0","9.1"
"43","43","MIA","Marcus Thornton","LSU","8","483","23.4","11.9","2.8","1.4",".425",".358",".830","20.0",".085","0.2","6.2"
"44","44","DET","Chase Budinger","Arizona","7","407","19.7","7.9","3.0","1.2",".430",".352",".797","13.9",".083","-0.5","2.9"
"45","45","MIN","Nick Calathes","Florida","2","129","15.6","4.6","1.9","2.7",".441",".288",".581","2.6",".063","-0.5","0.8"
"46","46","CLE","Danny Green","UNC","11","688","25.4","8.9","3.5","1.6",".424",".400",".807","42.6",".117","2.1","17.9"
"47","47","MIN","Henk Norel","","","","","","","","","","","","","",""
"48","48","PHO","Taylor Griffin","Oklahoma","1","8","4.0","1.3","0.3","0.1",".400",".000",".500","0.0","-.039","-8.1","-0.1"
"49","49","ATL","Sergiy Gladyr","","","","","","","","","","","","","",""
"50","50","UTA","","Michigan State","","","","","","","","","","","","",""
"51","51","SAS","","Miami (FL)","","","","","","","","","","","","",""
"52","52","IND","A.J. Price","UConn","6","261","15.1","5.8","1.4","2.2",".380",".316",".742","4.7",".058","-1.3","0.7"
"53","53","SAS","Nando De Colo","","2","119","11.9","3.8","1.8","1.7",".429",".363",".835","2.4",".081","-0.7","0.5"
"54","54","CHA","","University of Alabama at Birmingham","","","","","","","","","","","","",""
"55","55","POR","Patty Mills","Saint Mary's","11","671","19.3","8.7","1.7","2.3",".431",".389",".852","30.3",".112","0.6","8.5"
"56","56","DAL","","Saint Joseph's","","","","","","","","","","","","",""
"57","57","PHO","Emir Preldžić","","","","","","","","","","","","","",""
"58","58","BOS","Lester Hudson","University of Tennessee at Martin","4","57","10.4","4.7","1.4","1.2",".375",".277",".806","0.2",".016","-2.1","0.0"
"59","59","LAL","Chinemelu Elonu","Texas A&M","","","","","","","","","","","","",""
"60","60","MIA","","Memphis","","","","","","","","","","","","",""
"1","1","CHI","Derrick Rose","Memphis","11","596","32.6","18.8","3.4","5.6",".456",".304",".827","39.7",".098","1.3","16.5"
"2","2","MIA","Michael Beasley","Kansas State","11","609","22.8","12.4","4.7","1.3",".465",".349",".759","15.6",".054","-1.7","0.9"
"3","3","MIN","O.J. Mayo","USC","8","547","30.9","13.8","3.1","2.9",".429",".373",".820","21.8",".062","-0.9","4.7"
"4","4","SEA","Russell Westbrook","UCLA","12","878","34.6","23.2","7.1","8.3",".437",".305",".799","101.1",".160","4.8","52.1"
"5","5","MEM","Kevin Love","UCLA","12","713","32.0","18.2","11.1","2.4",".442",".370",".828","82.0",".173","3.4","31.0"
"6","6","NYK","Danilo Gallinari","","11","611","30.9","16.2","4.9","2.0",".427",".380",".873","56.7",".144","2.0","19.1"
"7","7","LAC","Eric Gordon","Indiana","12","665","32.8","16.6","2.5","2.9",".425",".370",".811","34.1",".075","-0.4","8.6"
"8","8","MIL","Joe Alexander","West Virginia","2","67","11.1","4.2","1.8","0.7",".410",".340",".698","0.5",".030","-3.6","-0.3"
"9","9","CHA","D.J. Augustin","Texas","12","864","24.1","9.9","1.9","4.0",".412",".379",".865","44.8",".103","-0.5","8.0"
"10","10","NJN","Brook Lopez","Stanford","12","785","30.6","16.8","6.4","1.5",".494",".341",".793","65.6",".131","1.4","20.7"
"11","11","IND","Jerryd Bayless","Arizona","11","586","21.3","8.4","2.1","2.9",".411",".361",".818","18.6",".072","-1.6","1.1"
"12","12","SAC","Jason Thompson","Rider University","8","588","25.2","8.9","6.6","1.1",".496",".143",".657","23.8",".077","-2.6","-2.4"
"13","13","POR","Brandon Rush","Kansas","9","481","22.0","6.8","2.9","1.0",".426",".402",".706","11.2",".051","-1.4","1.6"
"14","14","GSW","Anthony Randolph","LSU","6","252","15.2","7.1","4.3","0.7",".453",".241",".740","5.8",".072","-1.6","0.4"
"15","15","PHO","Robin Lopez","Stanford","12","832","22.4","8.8","5.1","0.8",".529",".295",".749","44.5",".115","-1.0","4.6"
"16","16","PHI","Marreese Speights","Florida","10","705","15.1","7.9","4.1","0.7",".459",".356",".797","25.8",".116","-2.2","-0.6"
"17","17","TOR","Roy Hibbert","Georgetown","9","662","24.8","10.0","6.3","1.3",".465",".250",".755","35.9",".105","-1.1","3.5"
