"Rk_name","Rk_Pk","Rk_Tm","Rk_Player","Rk_College","Rk_Yrs","Rk_G","Rk_MP","Rk_PTS","Rk_TRB","Rk_AST","Rk_FG_","Rk__3P_","Rk_FT_","Rk_WS","Rk_WS_48","Rk_BPM","Rk_VORP"
"11","11","GSW","Tyrone Hill","Xavier","14","801","28.0","9.4","8.6","0.8",".502",".000",".643","56.2",".120","-1.9","0.8"
"12","12","HOU","Alec Kessler","Georgia","4","210","14.0","5.2","3.6","0.4",".426",".417",".744","2.0",".033","-5.8","-2.8"
"13","13","LAC","Loy Vaught","Michigan","11","689","24.7","10.1","7.1","0.9",".504",".244",".718","35.8",".101","-1.5","2.2"
"14","14","SAC","Travis Mays","Texas","3","115","25.8","11.1","2.0","2.8",".410",".362",".749","2.4",".039","-2.6","-0.5"
"15","15","MIA","Dave Jamerson","Ohio University","3","90","6.6","3.4","0.9","0.7",".392",".277",".860","0.2",".018","-3.9","-0.3"
"16","16","MIL","Terry Mills","Michigan","11","678","24.2","10.6","5.4","1.3",".457",".384",".781","33.3",".097","-0.6","5.9"
"17","17","NYK","Jerrod Mustaf","Maryland","4","179","10.6","4.0","2.5","0.6",".449",".000",".648","1.7",".043","-4.1","-1.0"
"18","18","SAC","Duane Causwell","Temple","11","541","17.4","4.9","4.2","0.4",".507",".286",".618","15.8",".081","-2.3","-0.7"
"19","19","BOS","Dee Brown","Jacksonville University","12","608","27.7","11.1","2.6","3.7",".436",".357",".825","33.4",".095","0.8","11.6"
"20","20","MIN","Gerald Glass","Ole Miss","4","201","16.7","7.7","2.5","1.5",".433",".236",".643","1.8",".025","-1.9","0.1"
"21","21","PHO","Jayson Williams","St. John's","9","475","20.6","7.3","7.5","0.6",".440",".125",".606","20.0",".098","-2.8","-2.1"
"22","22","NJN","Tate George","UConn","4","177","11.4","4.2","1.0","1.8",".414",".071",".820","1.3",".032","-3.5","-0.8"
"23","23","SAC","Anthony Bonner","Saint Louis","6","318","23.2","6.9","5.4","1.4",".468",".125",".590","10.8",".070","-2.0","0.1"
"24","24","SAS","Dwayne Schintzius","Florida","8","217","9.0","2.7","2.5","0.4",".404",".125",".638","1.0",".024","-5.0","-1.5"
"25","25","POR","Alaa Abdelnaby","Duke","5","256","12.5","5.7","3.3","0.3",".502",".000",".701","4.8",".072","-3.8","-1.5"
"26","26","DET","Lance Blanks","Texas","3","142","7.4","2.0","0.8","0.8",".436",".253",".667","0.7",".031","-3.2","-0.3"
"27","27","LAL","Elden Campbell","Clemson","15","1044","24.7","10.3","5.9","1.1",".460",".054",".699","62.8",".117","-0.5","9.5"
"28","28","GSW","Les Jepsen","Iowa","2","52","3.7","1.0","1.3","0.0",".333",".000",".650","0.1",".031","-8.0","-0.3"
"29","29","CHI","Toni Kukoč","","13","846","26.3","11.6","4.2","3.7",".447",".335",".729","59.6",".129","2.8","27.2"
"30","30","MIA","Carl Herrera","Houston","8","465","17.3","5.3","3.6","0.6",".476",".143",".643","9.0",".054","-3.7","-3.4"
"31","31","PHO","Negele Knight","Dayton","6","276","16.4","6.2","1.3","2.8",".436",".263",".730","4.2",".044","-3.0","-1.1"
"32","32","PHI","Brian Oliver","Georgia Tech","4","118","10.0","3.3","1.0","1.0",".388",".227",".705","-0.5","-.020","-5.9","-1.2"
"33","33","UTA","Walter Palmer","Dartmouth College","2","48","4.4","2.1","1.4","0.2",".412",".000",".667","-0.1","-.013","-6.7","-0.2"
"34","34","GSW","Kevin Pritchard","Kansas","4","94","12.0","3.6","1.0","1.6",".399",".186",".790","0.4",".017","-4.0","-0.6"
"35","35","WSB","Greg Foster","Texas-El Paso","13","656","12.2","3.9","2.6","0.5",".440",".225",".748","5.6",".033","-5.5","-7.0"
"36","36","ATL","Trevor Wilson","UCLA","4","103","15.6","5.7","3.4","1.0",".456",".000",".567","0.8",".023","-3.4","-0.6"
"37","37","WSB","A.J. English","Virginia Union University","2","151","20.6","9.9","2.1","2.1",".435",".138",".778","1.1",".017","-3.9","-1.5"
"38","38","SEA","Jud Buechler","Arizona","12","720","11.7","3.3","1.8","0.8",".433",".366",".633","16.5",".094","-0.1","4.0"
"39","39","CHH","Steve Scheffler","Purdue","7","174","5.3","1.9","1.0","0.1",".558",".200",".759","2.9",".153","-1.9","0.0"
"40","40","SAC","Bimbo Coles","Virginia Tech","14","852","23.8","7.8","2.1","3.9",".425",".267",".811","27.4",".065","-1.6","1.9"
"41","41","ATL","Steve Bardo","Illinois","3","33","9.1","2.2","1.8","1.3",".329",".100",".696","-0.1","-.020","-4.0","-0.2"
"42","42","DEN","Marcus Liberty","Illinois","4","267","17.1","7.3","3.5","0.9",".417",".340",".664","4.0",".042","-2.6","-0.7"
"43","43","SAS","Tony Massenburg","Maryland","13","683","18.0","6.2","4.3","0.4",".470",".091",".705","15.6",".061","-4.5","-7.8"
"44","44","MIL","Steve Henson","Kansas State","7","238","9.6","3.1","0.7","2.0",".403",".432",".869","3.8",".079","-1.8","0.1"
"45","45","IND","Antonio Davis","Texas-El Paso","13","903","28.9","10.0","7.5","1.1",".448",".087",".727","59.6",".110","-1.3","4.4"
"46","46","IND","Kenny Williams","Elizabeth City State University","4","260","11.2","4.8","2.7","0.6",".511",".000",".680","7.4",".122","0.1","1.5"
"47","47","PHI","Derek Strong","Xavier","10","456","18.7","6.8","4.9","0.6",".430",".180",".786","18.5",".104","-2.1","-0.3"
"48","48","PHO","Cedric Ceballos","Cal State Fullerton","11","609","24.2","14.3","5.3","1.2",".500",".309",".753","40.4",".132","0.7","10.0"
"49","49","DAL","","Duke","","","","","","","","","","","","",""
"50","50","PHO","Miloš Babić","Tennessee Technological University","2","21","4.1","1.8","1.0","0.5",".375","",".650","-0.1","-.028","-5.9","-0.1"
"51","51","LAL","Tony Smith","Marquette","9","457","16.0","5.5","1.6","1.9",".431",".307",".690","6.7",".044","-2.0","0.0"
"52","52","CLE","Stefano Rusconi","","1","7","4.3","1.1","0.9","0.4",".333","",".400","-0.1","-.104","-11.4","-0.1"
"53","53","SEA","","Providence","","","","","","","","","","","","",""
"54","54","SAS","Sean Higgins","Michigan","6","220","15.2","6.3","1.8","1.0",".428",".321",".850","0.4",".006","-4.7","-2.3"
"1","1","SAC","Pervis Ellison","Louisville","11","474","24.5","9.5","6.7","1.5",".510",".050",".689","21.8",".090","-0.5","4.4"
"2","2","LAC","Danny Ferry","Duke","13","917","19.8","7.0","2.8","1.3",".446",".393",".840","34.8",".092","-0.9","4.9"
"3","3","SAS","Sean Elliott","Arizona","12","742","33.0","14.2","4.3","2.6",".465",".375",".799","55.7",".109","0.2","13.5"
"4","4","MIA","Glen Rice","Michigan","15","1000","35.0","18.3","4.4","2.1",".456",".400",".846","88.7",".122","0.8","24.9"
"5","5","CHH","J.R. Reid","UNC","11","672","22.9","8.5","5.0","1.0",".472",".135",".716","22.5",".070","-2.9","-3.7"
"6","6","CHI","Stacey King","Oklahoma","8","438","16.9","6.4","3.3","0.9",".478",".235",".707","10.9",".071","-3.4","-2.7"
"7","7","IND","George McCloud","Florida State","12","766","22.8","9.0","3.1","2.3",".402",".358",".810","24.6",".068","-0.8","5.3"
"8","8","DAL","Randy White","Louisiana Tech","5","281","19.2","7.4","4.9","0.6",".401",".193",".707","1.9",".017","-5.0","-4.0"
"9","9","WSB","Tom Hammonds","Georgia Tech","12","687","15.2","5.3","3.3","0.6",".480",".000",".691","14.7",".068","-3.8","-4.7"
"10","10","MIN","Pooh Richardson","UCLA","10","639","30.4","11.1","2.8","6.5",".444",".329",".652","26.7",".066","0.2","10.5"
"11","11","ORL","Nick Anderson","Illinois","13","800","31.2","14.4","5.1","2.6",".446",".356",".667","55.3",".106","1.9","24.7"
"12","12","NJN","Mookie Blaylock","Oklahoma","13","889","34.9","13.5","4.1","6.7",".409",".336",".736","71.8",".111","3.0","39.2"
"13","13","BOS","Michael Smith","BYU","3","141","9.4","5.0","1.5","1.0",".474",".150",".835","1.4",".049","-3.6","-0.5"
"14","14","GSW","Tim Hardaway","Texas-El Paso","13","867","35.3","17.7","3.3","8.2",".431",".355",".782","85.0",".133","3.1","39.6"
"15","15","DEN","Todd Lichti","Stanford","5","237","17.9","7.9","2.1","1.4",".460",".244",".789","5.6",".063","-2.5","-0.5"
"16","16","SEA","Dana Barros","Boston College","14","850","22.9","10.5","1.9","3.3",".460",".411",".858","49.6",".122","1.7","18.0"
"17","17","SEA","Shawn Kemp","Trinity Valley CC","14","1051","27.9","14.6","8.4","1.6",".488",".277",".741","89.5",".147","0.6","19.4"
"18","18","CHI","B.J. Armstrong","Iowa","11","747","23.8","9.8","1.8","3.3",".477",".425",".856","45.0",".121","-0.2","8.1"
"19","19","PHI","Kenny Payne","Louisville","4","144","8.1","3.5","1.2","0.4",".410",".293",".859","-0.1","-.005","-4.9","-0.9"
"20","20","CHI","Jeff Sanders","Georgia Southern University","4","55","8.4","2.0","1.9","0.5",".395","",".609","-0.1","-.008","-6.3","-0.5"
"21","21","UTA","Blue Edwards","East Carolina University","10","704","26.1","10.8","3.4","2.0",".475",".335",".779","24.2",".063","-1.6","1.9"
"22","22","POR","Byron Irvin","Missouri","3","87","9.8","5.2","1.4","0.8",".471",".350",".722","2.1",".121","0.6","0.6"
"23","23","ATL","Roy Marble","Iowa","2","29","6.7","1.9","1.1","0.4",".257",".000",".594","-0.5","-.122","-8.8","-0.3"
"24","24","PHO","Anthony Cook","Arizona","4","116","12.9","3.6","3.7","0.3",".439",".000",".524","1.0",".033","-3.7","-0.7"
"25","25","CLE","John Morton","Seton Hall","3","128","14.7","4.8","1.3","2.7",".386",".224",".787","0.5",".013","-3.0","-0.5"
"26","26","LAL","Vlade Divac","","16","1134","29.8","11.8","8.2","3.1",".495",".235",".692","96.4",".137","2.3","36.3"
"27","27","DET","Kenny Battle","Illinois","4","134","13.4","4.7","2.4","0.8",".504",".133",".725","3.7",".098","-0.4","0.7"
"28","28","MIA","Sherman Douglas","Syracuse","12","765","27.6","11.0","2.2","5.9",".484",".267",".678","32.9",".075","-0.3","9.1"
"29","29","CHH","Dyron Nix","Tennessee","1","20","5.5","2.0","1.3","0.3",".359","",".688","0.0","-.015","-5.8","-0.1"
"30","30","MIL","Frank Kornet","Vanderbilt","2","89","6.7","1.9","1.1","0.3",".369",".263",".596","0.0","-.004","-6.2","-0.6"
"31","31","LAC","Jeff Martin","Murray State","2","143","18.8","6.7","2.0","0.8",".417",".282",".694","2.1",".038","-3.2","-0.8"
"32","32","NJN","Stanley Brundy","DePaul","1","16","8.0","2.3","1.6","0.2",".500","",".389","0.2",".057","-3.1","0.0"
"33","33","LAC","Jay Edwards","Indiana","1","4","6.5","1.8","0.5","1.0",".429",".000",".333","0.0",".022","-4.0","0.0"
"34","34","MIN","Gary Leonard","Missouri","3","31","4.8","1.4","1.1","0.1",".459",".000",".500","0.1",".029","-6.9","-0.2"
"35","35","DAL","Pat Durham","Colorado State","2","64","14.5","5.0","1.7","0.9",".469",".192",".667","0.7",".037","-2.0","0.0"
"36","36","POR","Clifford Robinson","UConn","18","1380","30.8","14.2","4.6","2.2",".438",".356",".689","89.7",".101","0.5","26.6"
"37","37","ORL","Michael Ansley","Alabama","3","149","14.4","6.9","4.2","0.4",".513","",".722","6.4",".142","-1.0","0.6"
"38","38","MIN","Doug West","Villanova","12","676","24.6","9.6","2.5","1.9",".481",".191",".801","17.7",".051","-3.0","-4.2"
"39","39","WSB","Ed Horton","Iowa","1","45","8.3","4.5","2.4","0.4",".494",".000",".609","0.4",".050","-4.9","-0.3"
"40","40","BOS","Dino Rađa","","4","224","32.6","16.7","8.4","1.6",".497",".000",".735","14.3",".094","-0.4","3.0"
"41","41","WSB","Doug Roth","Tennessee","1","42","9.8","1.9","2.9","0.5",".430",".000",".500","0.4",".052","-5.3","-0.3"
"42","42","DEN","","McNeese State University","","","","","","","","","","","","",""
"43","43","CLE","Chucky Brown","NC State","13","694","17.2","5.9","3.1","0.8",".491",".227",".699","19.0",".076","-2.7","-2.0"
"44","44","PHI","","Hawaii","","","","","","","","","","","","",""
"45","45","MIA","Scott Haffner","University of Evansville","2","50","12.2","4.3","1.1","1.8",".403",".130",".667","-0.1","-.012","-5.1","-0.5"
"46","46","PHO","Ricky Blanton","LSU","1","2","6.5","3.0","1.5","0.5",".429","","","0.0",".088","-0.3","0.0"
"47","47","DEN","","University of Alabama at Birmingham","","","","","","","","","","","","",""
"48","48","UTA","","University of South Alabama","","","","","","","","","","","","",""
"49","49","ATL","Haywoode Workman","Oral Roberts","8","359","20.1","5.5","2.3","3.9",".419",".323",".764","10.7",".071","-0.7","2.4"
"50","50","NYK","Brian Quinnett","Washington State","3","138","11.1","3.4","1.6","0.6",".414",".326",".677","0.9",".027","-3.7","-0.6"
"51","51","PHO","Mike Morrison","Loyola College in Maryland","1","36","4.3","2.0","0.6","0.3",".338",".286",".800","-0.3","-.106","-10.5","-0.3"
"52","52","PHO","Greg Grant","Trenton State University","6","274","12.2","2.8","0.9","2.7",".383",".281",".710","1.6",".023","-2.9","-0.8"
"53","53","DAL","","University of South Alabama","","","","","","","","","","","","",""
"54","54","PHI","","Georgia","","","","","","","","","","","","",""
"1","1","LAC","Danny Manning","Kansas","15","883","27.4","14.0","5.2","2.3",".511",".206",".729","55.1",".109","1.0","18.4"
"2","2","IND","Rik Smits","Marist College","12","867","26.6","14.8","6.1","1.4",".507",".115",".773","56.6",".118","-0.2","10.4"
"3","3","PHI","Charles Smith","Pitt","9","564","29.0","14.4","5.8","1.4",".475",".194",".774","40.9",".120","-0.1","8.1"
"4","4","NJN","Chris Morris","Auburn","11","747","25.1","11.0","4.7","1.6",".441",".306",".739","37.4",".096","0.9","13.7"
"5","5","GSW","Mitch Richmond","Kansas State","14","976","35.2","21.0","3.9","3.5",".455",".388",".850","79.3",".111","1.4","29.3"
"6","6","LAC","Hersey Hawkins","Bradley","13","983","32.6","14.7","3.6","2.9",".461",".394",".870","90.6",".136","2.0","32.6"
"7","7","PHO","Tim Perry","Temple","8","481","19.6","6.8","4.0","0.9",".485",".318",".648","14.6",".074","-1.4","1.5"
"8","8","CHH","Rex Chapman","Kentucky","12","666","29.3","14.6","2.5","2.7",".430",".350",".800","24.7",".061","-1.0","5.2"
"9","9","MIA","Rony Seikaly","Syracuse","11","678","31.6","14.7","9.5","1.3",".484",".188",".679","37.3",".084","-1.9","0.7"
"10","10","SAS","Willie Anderson","Georgia","9","555","28.8","12.2","3.8","3.8",".471",".266",".786","27.9",".084","0.1","8.6"
"11","11","CHI","Will Perdue","Vanderbilt","13","792","15.6","4.7","4.9","0.8",".515",".067",".577","26.6",".103","-2.0","-0.2"
"12","12","WSB","Harvey Grant","Oklahoma","11","783","26.2","9.9","4.4","1.6",".469",".267",".709","36.4",".085","-0.9","5.7"
"13","13","MIL","Jeff Grayer","Iowa State","9","438","18.9","7.4","3.0","1.4",".457",".255",".663","9.0",".052","-2.5","-1.1"
"14","14","PHO","Dan Majerle","Central Michigan University","14","955","31.6","11.4","4.5","2.9",".431",".358",".741","78.5",".125","1.9","29.6"
"15","15","SEA","Gary Grant","Michigan","13","552","22.8","7.9","2.3","5.5",".450",".278",".776","12.0",".046","-0.8","3.7"
"16","16","HOU","Derrick Chievous","Missouri","3","154","14.5","7.1","2.4","0.7",".443",".242",".755","2.7",".057","-3.2","-0.7"
"17","17","UTA","Eric Leckner","Wyoming","8","449","12.1","4.1","3.2","0.5",".508",".000",".669","6.2",".054","-5.3","-4.6"
"18","18","SAC","Ricky Berry","San Jose State","1","64","22.0","11.0","3.1","1.3",".450",".406",".789","2.4",".083","-1.7","0.1"
"19","19","NYK","Rod Strickland","DePaul","17","1094","30.7","13.2","3.7","7.3",".454",".282",".721","85.8",".122","2.3","36.6"
"20","20","MIA","Kevin Edwards","DePaul","11","604","25.4","10.9","2.7","2.7",".423",".335",".803","12.5",".039","-1.1","3.3"
"21","21","POR","Mark Bryant","Seton Hall","15","797","16.9","5.4","3.8","0.6",".500",".083",".697","26.1",".093","-3.2","-4.0"
"22","22","CLE","Randolph Keys","University of Southern Mississippi","5","241","13.8","5.2","2.3","0.8",".425",".272",".721","2.3",".034","-3.9","-1.6"
"23","23","DEN","Jerome Lane","Pitt","5","218","14.7","5.3","5.8","1.5",".441",".063",".379","2.3",".034","-3.6","-1.3"
"24","24","BOS","Brian Shaw","UC Santa Barbara","14","943","23.0","6.9","3.4","4.2",".403",".304",".782","23.8",".053","-1.0","5.3"
"25","25","LAL","David Rivers","Notre Dame","3","114","11.3","3.4","1.3","2.5",".398",".083",".794","-0.3","-.010","-4.0","-0.7"
"26","26","POR","Rolando Ferreira","Houston","1","12","2.8","0.8","1.1","0.1",".056","",".875","-0.2","-.352","-23.2","-0.2"
"27","27","SAS","Shelton Jones","St. John's","1","51","13.4","4.8","2.2","0.8",".445",".000",".725","0.3",".022","-3.3","-0.2"
"28","28","PHO","Andrew Lang","Arkansas","12","737","20.8","6.0","4.8","0.6",".470",".250",".744","28.6",".089","-1.8","0.7"
"29","29","SAC","Vinny Del Negro","NC State","12","771","24.9","9.1","2.3","3.2",".475",".359",".840","40.6",".101","-0.7","6.1"
"30","30","DET","Fennis Dembo","Wyoming","1","31","2.4","1.2","0.7","0.2",".333",".000",".800","-0.1","-.037","-10.8","-0.2"
"31","31","PHI","Everette Stephens","Purdue","2","38","5.7","1.9","0.6","1.0",".333",".200",".792","-0.4","-.083","-4.7","-0.1"
"32","32","NJN","Charles Shackleford","NC State","6","303","15.2","5.4","4.8","0.6",".483",".000",".654","7.3",".076","-3.0","-1.2"
"33","33","MIA","Grant Long","Eastern Michigan","15","1003","28.4","9.5","6.1","1.7",".467",".283",".761","60.1",".101","-0.6","10.2"
"34","34","CHH","Tom Tolbert","Arizona","7","312","18.2","6.5","4.0","0.9",".460",".296",".716","6.6",".056","-3.4","-2.0"
"35","35","MIA","Sylvester Gray","Memphis","1","55","22.2","8.0","5.2","2.1",".420",".250",".673","0.7",".028","-2.6","-0.2"
"36","36","WSB","Ledell Eackles","New Orleans","7","441","20.2","10.8","2.2","1.7",".445",".336",".767","10.8",".058","-2.3","-0.7"
"37","37","NYK","Greg Butler","Stanford","3","55","3.8","1.4","1.0","0.1",".354",".000",".714","-0.3","-.078","-12.7","-0.6"
"38","38","PHO","Dean Garrett","Indiana","6","359","19.4","4.8","5.0","0.6",".480","",".677","14.1",".097","-1.4","1.1"
"39","39","MIL","Tito Horford","Miami (FL)","3","63","6.0","1.5","1.3","0.1",".300","",".628","-0.5","-.069","-9.4","-0.7"
"40","40","MIA","Orlando Graham","Auburn University at Montgomery","1","7","3.1","1.1","1.6","0.0",".300","",".500","0.0","-.047","-13.2","-0.1"
"41","41","GSW","Keith Smart","Indiana","1","2","6.0","1.0","0.5","1.0",".000",".000","1.000","0.0","-.175","-14.1","0.0"
"42","42","UTA","","Iowa","","","","","","","","","","","","",""
"43","43","DEN","Todd Mitchell","Purdue","1","24","14.7","5.1","2.1","0.9",".443","",".578","-0.1","-.008","-5.6","-0.3"
"44","44","ATL","Anthony Taylor","Oregon","1","21","17.5","6.9","1.6","2.0",".397",".000",".750","0.2",".029","-2.1","0.0"
"45","45","LAC","Tom Garrick","Rhode Island","4","251","18.8","5.4","2.0","3.4",".469",".083",".775","5.9",".060","-1.4","0.7"
"46","46","DAL","Morlon Wiley","Cal State Long Beach","7","295","13.0","3.7","1.2","2.4",".412",".354",".707","2.7",".034","-1.9","0.1"
"47","47","DEN","Vernon Maxwell","Florida","13","855","28.4","12.8","2.6","3.4",".398",".320",".733","27.4",".054","-1.2","5.1"
"48","48","DET","Micheal Williams","Baylor","10","413","25.2","11.0","2.5","5.8",".464",".227",".868","28.5",".132","2.3","11.2"
"49","49","DAL","","LSU","","","","","","","","","","","","",""
"50","50","PHO","Steve Kerr","Arizona","15","910","17.8","6.0","1.2","1.8",".479",".454",".864","47.2",".140","0.8","11.6"
"51","51","LAC","Rob Lock","Kentucky","1","20","5.5","1.5","1.6","0.2",".281","",".800","-0.2","-.083","-9.3","-0.2"
"52","52","NJN","","University of Southern Mississippi","","","","","","","","","","","","",""
"53","53","POR","Anthony Mason","Tennessee State","13","882","34.7","10.9","8.3","3.4",".509",".167",".709","88.3",".138","1.0","23.2"
"54","54","ATL","","","","","","","","","","","","","","",""
"55","55","PHO","","Grand Canyon University","","","","","","","","","","","","",""
"56","56","SAS","Barry Sumpter","Austin Peay State University","1","1","1.0","0.0","0.0","0.0",".000","","","0.0","-.894","-49.2","0.0"
"57","57","PHI","","LSU","","","","","","","","","","","","",""
"58","58","CHH","","Auburn","","","","","","","","","","","","",""
"59","59","MIA","Nate Johnston","University of Tampa","1","21","4.1","2.2","1.1","0.0",".375",".250",".692","0.1",".050","-4.5","-0.1"
"60","60","WSB","","Kentucky","","","","","","","","","","","","",""
"61","61","IND","","Louisville","","","","","","","","","","","","",""
"62","62","CHI","","Maryland","","","","","","","","","","","","",""
"63","63","MIL","","Auburn","","","","","","","","","","","","",""
"64","64","CLE","Winston Bennett","Kentucky","3","136","15.9","4.8","3.0","0.9",".425",".000",".694","1.7",".037","-5.3","-1.8"
"65","65","SEA","Corey Gaines","Loyola Marymount University","5","80","12.5","3.1","0.9","3.1",".424",".229",".736","1.1",".052","-2.3","-0.1"
"66","66","DEN","","Memphis","","","","","","","","","","","","",""
"67","67","UTA","Ricky Grace","Oklahoma","1","3","2.7","1.3","0.3","0.3",".667","",".000","0.0",".103","-3.9","0.0"
"68","68","ATL","","Baylor","","","","","","","","","","","","",""
"69","69","NYK","","Virginia Commonwealth","","","","","","","","","","","","",""
"70","70","DAL","","Florida Southern College","","","","","","","","","","","","",""
"71","71","POR","Craig Neal","Georgia Tech","2","63","9.9","2.5","0.7","2.5",".373",".302",".600","-0.4","-.030","-5.8","-0.6"
"72","72","DET","","Norfolk State","","","","","","","","","","","","",""
"73","73","IND","Michael Anderson","Drexel","1","36","20.3","5.7","2.5","4.3",".417",".143",".695","0.2",".010","-2.4","-0.1"
"74","74","BOS","Gerald Paddio","UNLV","3","129","12.6","5.5","1.4","1.0",".421",".242",".746","0.1",".002","-5.3","-1.3"
"75","75","SAS","","Kansas","","","","","","","","","","","","",""
"1","1","SAS","David Robinson","United States Naval Academy","14","987","34.7","21.1","10.6","2.5",".518",".250",".736","178.7",".250","7.5","82.0"
"2","2","PHO","Armen Gilliam","UNLV","13","929","28.4","13.7","6.9","1.2",".489",".000",".776","58.1",".106","-0.7","8.8"
"3","3","NJN","Dennis Hopson","Ohio State","5","334","22.5","10.9","2.8","1.6",".431",".271",".765","7.1",".046","-1.7","0.7"
"4","4","LAC","Reggie Williams","Georgetown","10","599","26.7","12.5","4.0","2.5",".437",".298",".784","26.0",".078","0.2","8.9"
"5","5","SEA","Scottie Pippen","University of Central Arkansas","17","1178","34.9","16.1","6.4","5.2",".473",".326",".704","125.1",".146","4.1","63.2"
"6","6","SAC","Kenny Smith","UNC","10","737","30.1","12.8","2.0","5.5",".480",".399",".829","46.8",".101","0.0","11.2"
"7","7","CLE","Kevin Johnson","California","12","735","34.1","17.9","3.3","9.1",".493",".305",".841","92.8",".178","3.9","37.3"
"8","8","CHI","Olden Polynice","Virginia","15","1058","23.5","7.8","6.7","0.7",".505",".192",".535","46.8",".090","-2.3","-1.9"
"9","9","SEA","Derrick McKey","Alabama","15","937","29.1","11.0","4.7","2.4",".486",".316",".779","61.8",".109","1.0","20.4"
"10","10","CHI","Horace Grant","Clemson","17","1165","33.2","11.2","8.1","2.2",".509",".063",".692","118.2",".147","1.4","33.1"
"11","11","IND","Reggie Miller","UCLA","18","1389","34.3","18.2","3.0","3.0",".471",".395",".888","174.4",".176","3.5","66.1"
"12","12","WSB","Muggsy Bogues","Wake Forest","14","889","28.6","7.7","2.6","7.6",".458",".278",".827","54.0",".102","0.8","17.9"
"13","13","LAC","Joe Wolf","UNC","11","592","16.3","4.2","3.3","1.0",".423",".164",".770","3.5",".017","-4.8","-6.7"
"14","14","GSW","Tellis Frank","Western Kentucky","5","264","17.8","6.5","3.9","1.0",".439",".000",".741","4.0",".041","-4.1","-2.5"
"15","15","UTA","José Ortiz","Oregon State","2","64","6.1","2.9","1.1","0.3",".443",".333",".596","0.0",".002","-6.4","-0.4"
"16","16","PHI","Chris Welp","Washington","3","109","10.8","3.3","2.4","0.4",".446",".000",".681","1.0",".042","-5.0","-0.9"
"17","17","POR","Ronnie Murphy","Jacksonville University","1","18","4.9","2.0","0.6","0.3",".286",".250",".636","-0.2","-.130","-11.5","-0.2"
"18","18","NYK","Mark Jackson","St. John's","17","1296","30.2","9.6","3.8","8.0",".447",".332",".770","91.8",".113","1.8","37.5"
"19","19","LAC","Ken Norman","Illinois","10","646","29.4","13.5","6.1","2.1",".486",".312",".567","27.1",".069","-1.0","4.9"
"20","20","DAL","Jim Farmer","Alabama","5","136","10.7","5.3","1.4","0.8",".428",".282",".730","0.7",".024","-4.3","-0.8"
"21","21","ATL","Dallas Comegys","DePaul","2","142","15.8","6.0","3.2","0.7",".457",".000",".682","1.1",".024","-3.6","-0.9"
"22","22","BOS","Reggie Lewis","Northeastern University","6","450","32.6","17.6","4.3","2.6",".488",".200",".824","38.9",".127","1.4","12.5"
"23","23","SAS","Greg Anderson","Houston","10","680","20.6","7.3","6.2","0.6",".492",".087",".557","18.7",".064","-3.0","-3.7"
"24","24","DET","","UNLV","","","","","","","","","","","","",""
"25","25","NYK","Ron Moore","West Virginia State University","1","14","4.2","1.7","0.6","0.1",".310","",".750","-0.1","-.074","-12.5","-0.2"
"26","26","DAL","Steve Alford","Indiana","4","169","9.7","4.4","0.9","1.0",".459",".324",".870","3.2",".093","-1.0","0.4"
"27","27","SAS","Nate Blackwell","Temple","1","10","11.2","3.7","0.6","1.8",".366",".182",".833","-0.1","-.045","-7.2","-0.1"
"28","28","CHI","Rickie Winslow","Houston","1","7","6.4","1.0","1.0","0.3",".231",".000",".500","-0.2","-.165","-14.8","-0.1"
"29","29","POR","","Jackson State University","","","","","","","","","","","","",""
"30","30","POR","Nikita Wilson","LSU","1","15","3.6","1.3","0.7","0.2",".304","",".833","-0.1","-.099","-11.3","-0.1"
"31","31","DEN","Andre Moore","Loyola Chicago","1","10","5.0","2.4","1.4","0.6",".333","",".750","0.0","-.013","-6.0","-0.1"
"32","32","MIL","Bob McCann","Morehead State University","5","178","13.4","4.2","2.6","0.6",".479",".200",".577","2.0",".041","-3.8","-1.1"
"33","33","CHI","Tony White","Tennessee","1","49","11.9","5.3","0.6","1.2",".446",".000",".722","-0.3","-.025","-5.4","-0.5"
"34","34","IND","Brian Rowsom","UNC Wilmington","3","82","13.3","5.6","3.3","0.6",".455",".667",".818","2.4",".107","-1.6","0.1"
"35","35","HOU","Doug Lee","Purdue","3","73","5.7","2.3","0.6","0.4",".412",".310",".700","0.7",".086","-2.4","0.0"
"36","36","WSB","Duane Washington","Middle Tennessee","2","19","9.7","2.8","1.3","2.1",".383",".500",".800","0.4",".092","0.4","0.1"
"37","37","WSB","","USC","","","","","","","","","","","","",""
"38","38","LAC","Norris Coleman","Kansas State","1","29","14.9","5.3","2.8","0.4",".346",".500",".556","-0.4","-.046","-7.1","-0.6"
"39","39","PHI","Vincent Askew","Memphis","9","467","20.0","7.1","2.5","2.2",".479",".300",".754","22.1",".113","0.0","4.7"
"40","40","MIL","Winston Garland","Missouri State University","7","511","26.2","9.4","2.8","4.7",".430",".281",".830","14.2",".051","-1.6","1.3"
"41","41","CLE","Kannard Johnson","Western Kentucky","1","4","3.0","0.5","0.0","0.0",".333","","","-0.1","-.238","-9.7","0.0"
"42","42","ATL","","Wagner College","","","","","","","","","","","","",""
"43","43","PHI","","Virginia","","","","","","","","","","","","",""
"44","44","ATL","","Alabama","","","","","","","","","","","","",""
